0.080315,0.40842,0.10345,0.9873
0.088189,0.39439,0.13793,0.98633
0.097638,0.38201,0.13793,0.98633
0.10709,0.36881,0.13793,0.98633
0.11969,0.35644,0.17241,0.98438
0.13071,0.34406,0.24138,0.98145
0.13386,0.33003,0.27586,0.97754
0.13858,0.31931,0.31034,0.97461
0.14646,0.30693,0.31034,0.97461
0.15276,0.2929,0.37931,0.96875
0.15276,0.27805,0.44828,0.96973
0.15276,0.26733,0.44828,0.96582
0.15906,0.2533,0.44828,0.96582
0.16063,0.23762,0.44828,0.96777
0.15906,0.2236,0.48276,0.96484
0.15748,0.20957,0.55172,0.94043
0.15591,0.19554,0.75862,0.92773
0.15118,0.17904,0.72414,0.92773
0.14646,0.16254,0.7931,0.92578
0.14331,0.15924,0.7931,0.92578
0.14173,0.14686,0.34483,0.98145
0.14173,0.13036,0.13793,0.98047
0.15981,0.24575,0.44828,0.96676
0.15395,0.1899,0.76398,0.92743
0.15715,0.20798,0.56068,0.93977
0.13326,0.29462,0.21745,0.98122
0.13634,0.3244,0.29397,0.976
0.093676,0.38865,0.12066,0.98682
0.10309,0.37423,0.13793,0.98633
0.13594,0.32622,0.28155,0.97706
0.10499,0.37174,0.13793,0.98633
0.095641,0.38574,0.12319,0.98675
0.14338,0.15932,0.7931,0.92578
0.10855,0.36985,0.16022,0.98507
0.15302,0.26632,0.44828,0.96589
0.15906,0.23417,0.47049,0.96519
0.12905,0.26036,0.15776,0.98271
0.14835,0.17377,0.7793,0.92656
0.14517,0.30895,0.31034,0.97461
0.13948,0.27006,0.32019,0.97656
0.15728,0.25725,0.44828,0.96582
0.095419,0.38607,0.1229,0.98675
0.14486,0.1883,0.35461,0.97784
0.14542,0.30883,0.30751,0.97485
0.13914,0.28878,0.31645,0.97582
0.13768,0.32136,0.30374,0.97517
0.15509,0.19268,0.75264,0.92773
0.1568,0.25832,0.44828,0.96582
0.11858,0.35752,0.16939,0.98455
0.13732,0.21598,0.17938,0.98086
0.1578,0.25824,0.44828,0.9666
0.15906,0.23781,0.46626,0.96531
0.10399,0.37534,0.15523,0.98535
0.091786,0.39005,0.14187,0.98611
0.13154,0.34035,0.25049,0.98041
0.15477,0.2677,0.44828,0.96923
0.16059,0.23804,0.44828,0.96772
0.15906,0.23631,0.468,0.96526
0.10658,0.3695,0.13793,0.98633
0.13816,0.19959,0.17144,0.98079
0.089921,0.39204,0.13793,0.98633
0.15188,0.1815,0.72927,0.92773
0.14475,0.30781,0.34037,0.97206
0.14405,0.22542,0.3279,0.97809
0.093852,0.38697,0.13793,0.98633
0.1421,0.31492,0.29842,0.97562
0.14606,0.16212,0.7931,0.92578
0.15497,0.26667,0.44828,0.96918
0.15276,0.29278,0.37989,0.96876
0.13417,0.32933,0.27811,0.97735
0.089378,0.39278,0.13793,0.98633
0.10045,0.37808,0.13793,0.98633
0.15906,0.22627,0.47966,0.96493
0.082759,0.40469,0.10831,0.98717
0.14759,0.30441,0.32274,0.97356
0.14752,0.30455,0.32203,0.97362
0.15206,0.18211,0.73055,0.92773
0.083797,0.40221,0.1187,0.98687
0.1271,0.23105,0.13793,0.98294
0.13643,0.23312,0.18767,0.98094
0.14964,0.17365,0.74667,0.9271
0.096103,0.38402,0.13793,0.98633
0.15832,0.21706,0.51493,0.95346
0.15414,0.26211,0.44828,0.96616
0.10385,0.37333,0.13793,0.98633
0.13159,0.34014,0.25102,0.98035
0.093678,0.38865,0.12066,0.98682
0.13721,0.32242,0.30033,0.97546
0.10106,0.37723,0.13793,0.98633
0.132,0.33832,0.25549,0.97985
0.15276,0.28386,0.42132,0.96934
0.14593,0.16199,0.7931,0.92578
0.15173,0.29482,0.3743,0.96918
0.15517,0.26566,0.44828,0.96913
