0.25512,0.094884,0.10345,0
0.25354,0.090759,0.10345,0
0.25354,0.089934,0.10345,0
0.25354,0.088284,0.13793,0
0.25354,0.084983,0.13793,0
0.25512,0.080033,0.068966,0
0.25393,0.089921,0.12938,0
0.25401,0.091992,0.10345,0
0.25439,0.092593,0.10345,0
0.25512,0.086074,0.082993,0
0.25354,0.089064,0.12706,0
0.25484,0.094,0.10345,0
0.25414,0.086166,0.090326,0
0.25354,0.08501,0.13774,0
0.25382,0.091494,0.10345,0
0.25354,0.088134,0.11912,0
0.25374,0.08912,0.13356,0
0.25354,0.090587,0.10345,0
0.25493,0.081191,0.072998,0
0.25354,0.085635,0.13404,0
0.25354,0.088822,0.12669,0
0.25354,0.087576,0.13793,0
0.2537,0.088958,0.13441,0
0.25354,0.089354,0.12302,0
0.25365,0.090018,0.10107,0
0.25511,0.094832,0.10372,0
0.25354,0.087082,0.13793,0
0.25354,0.087278,0.12423,0
0.25354,0.08886,0.11093,0
0.25417,0.091913,0.10345,0
0.25354,0.090193,0.10345,0
0.25354,0.088929,0.12444,0
0.25512,0.080038,0.068983,0
0.25472,0.093836,0.10345,0
0.25476,0.082267,0.076747,0
0.25354,0.089568,0.11111,0
0.25354,0.090641,0.10345,0
0.25354,0.086078,0.13793,0
0.25354,0.089351,0.12307,0
0.25464,0.08328,0.079405,0
0.25429,0.092722,0.10345,0
0.25479,0.082294,0.076236,0
0.25411,0.092231,0.10345,0
0.25354,0.090498,0.10345,0
0.25354,0.090029,0.10345,0
0.25389,0.091654,0.10345,0
0.25512,0.087288,0.08581,0
0.25354,0.085902,0.13793,0
0.25354,0.090664,0.10478,0
0.25354,0.08946,0.12154,0
0.25354,0.087277,0.12196,0
0.25354,0.089373,0.12276,0
0.25354,0.089342,0.1232,0
0.2542,0.092007,0.10345,0
0.25354,0.08942,0.12211,0
0.25354,0.090314,0.10345,0
0.25354,0.089955,0.10345,0
0.25354,0.090417,0.10345,0
0.25367,0.089127,0.10064,0
0.25354,0.086737,0.12572,0
0.25462,0.083186,0.079947,0
0.25354,0.085611,0.13793,0
0.25466,0.09295,0.11355,0
0.25354,0.090396,0.10345,0
0.25354,0.090758,0.10346,0
0.25354,0.089733,0.10765,0
0.25482,0.093645,0.10992,0
0.25354,0.090704,0.10345,0
0.25354,0.090009,0.10345,0
0.25471,0.093805,0.10345,0
0.25354,0.090756,0.10345,0
0.2549,0.081519,0.073743,0
0.2539,0.091047,0.10345,0
0.25354,0.088205,0.13793,0
0.25386,0.089621,0.13095,0
0.25392,0.089847,0.12977,0
0.25354,0.090647,0.10345,0
0.25354,0.087608,0.12226,0
0.25354,0.088504,0.13487,0
0.25354,0.088536,0.13267,0
0.25354,0.090125,0.10345,0
0.25354,0.08504,0.13759,0
0.25354,0.086242,0.13793,0
0.25354,0.089178,0.11924,0
0.25509,0.080242,0.069638,0
0.25512,0.087031,0.085213,0
0.25354,0.089996,0.10345,0
0.25455,0.083631,0.081496,0
0.25395,0.091208,0.10345,0
0.25466,0.082935,0.079071,0
0.25407,0.092136,0.10345,0
0.25354,0.088479,0.13521,0
0.25413,0.086751,0.090562,0
0.25512,0.093658,0.1006,0
